line_no,stem,stem_type,root_guess,variant_no,weak_only,attestation_texts,language_period,root,book,hymn,stanza,pada_id,pada_label,word,word_position_no,word_position,word_gloss,text_padapatha,text_samhitapatha,meter_scansion,stanza_meter,stanza_strata,stanza_late_addition,hymn_absolute_no,hymn_addressee,hymn_group,meter_scansion_custom,meter_has_restorations,meter_caesura_position,meter_syllables_count,meter_syllables,meter_notes,meter_scansions_match
07.097.03.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,7,7.097,07.097.03,b,M,gr̥ṇīṣe,4,,1.SG.PRS.IND.MED,suśévam bráhmaṇaḥ pátim} gr̥ṇīṣe-_,suśévam bráhmaṇas pátiṁ gr̥ṇīṣe,SLL LSL SL SLL,Triṣṭubh,S,,613,Indra and Brihaspati,Hymns to Divine Pairs,SLL LSL S|L SLL,False,0,11,"['su', 'śé', 'vam', 'bráh', 'ma', 'ṇas', 'pá', 'tiṁ', 'gr̥', 'ṇī', 'ṣe']",,True
08.003.13.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,8,8.003,08.003.13,b,M,gr̥ṇīta,2,verse final,3.SG.PRS.INJ.MED,turáḥ gr̥ṇīta mártyaḥ,turó gr̥ṇīta mártiyaḥ,SL SLS LSL,,S,,623,Indra,"Hymns of Priyamedha's, Medyatithi Etc.",SL SLS LSL,False,-1,8,"['tu', 'ró', 'gr̥', 'ṇī', 'ta', 'már', 'ti', 'yaḥ']",,True
08.015.04.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,8,8.015,08.015.04,a,M,gr̥ṇīmasi,4,,1.PL.PRS.IND.ACT,tám te-_ mádam gr̥ṇīmasi,táṁ te mádaṁ gr̥ṇīmasi,L L SL SLSS,,A,,635,Indra,Various Sons of Kanva,L L SL SLSS,False,-1,8,"['táṁ', 'te', 'má', 'daṁ', 'gr̥', 'ṇī', 'ma', 'si']",,True
08.065.05.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,8,8.065,08.065.05,a,MO,gr̥ṇīṣé,2,intermediate,1.SG.PRS.IND.MED,índra gr̥ṇīṣé?_ u+_ stuṣé-_,índra gr̥ṇīṣá u stuṣé,LS SLS L SL,Gāyatrī,A,,674,Indra,Hymns of Pragatha and Other Kanva-Sons,LS SL|S _LSL,False,-1,8,"['ín', 'dra', 'gr̥', 'ṇī', 'ṣá', 'u s', 'tu', 'ṣé']",,True
08.071.15.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,8,8.071,08.071.15,a,M,gr̥ṇīmasi,5,,1.PL.PRS.IND.ACT,agním dvéṣaḥ= yótavaí naḥ} gr̥ṇīmasi,agníṁ dvéṣo yótavaí no gr̥ṇīmasi,LL LL LSL L SLSS,,A,,680,Agni,Hymns of Priyamedha and Others,LL LL LSL L SLSS,False,-1,12,"['ag', 'níṁ', 'dvé', 'ṣo', 'yó', 'ta', 'vaí', 'no', 'gr̥', 'ṇī', 'ma', 'si']",,True
08.102.12.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,8,8.102,08.102.12,b,MOR,gr̥ṇīhí,1,intermediate,2.SG.PRS.IMP.ACT,gr̥ṇīhí vipra śuṣmíṇam,gr̥ṇīhí vipra śuṣmíṇam,SLS LS LSL,Gāyatrī,A,,711,Agni,Tirasci and Other Poets,SLS L|S LSL,False,-1,8,"['gr̥', 'ṇī', 'hí', 'vip', 'ra', 'śuṣ', 'mí', 'ṇam']",,True
09.084.01.d,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,9,9.084,09.084.01,d,M,gr̥ṇīhi,2,intermediate,2.SG.PRS.IMP.ACT,urukṣitaú= gr̥ṇīhi daívyam jánam,urukṣitaú gr̥ṇīhi daíviyaṁ jánam,SLSL SLS LSL SL,Jagatī,N,,796,Soma,The Jagati Group,"SLSL ,SLS |LSL SL",False,4,12,"['u', 'ruk', 'ṣi', 'taú', 'gr̥', 'ṇī', 'hi', 'daí', 'vi', 'yaṁ', 'já', 'nam']",,True
10.015.06.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,10,10.015,10.015.06,b,P,gr̥ṇīta,4,verse final,2.PL.PRS.IMP.ACT,imám yajñám= abhí gr̥ṇīta víśve?_,imáṁ yajñám abhí gr̥ṇīta víśve,SL LS SS SLS LL,Triṣṭubh,P,['Arnold (C1)'],841,The Ancestors,Yama Hymns,SL LS_SS S|LS LL,False,0,11,"['i', 'máṁ', 'yaj', 'ñá', 'm a', 'bhí', 'gr̥', 'ṇī', 'ta', 'víś', 've']",,True
10.023.05.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,10,10.023,10.023.05,c,M,gr̥ṇīmasi,5,,1.PL.PRS.IND.ACT,tát-tat ít asya= paúṁsyam} gr̥ṇīmasi,tát-tad íd asya paúṁsiyaṁ gr̥ṇīmasi,LS S LS LSL SLSS,,A,,849,Indra,Hymns of Vimada,LS_S_LS LSL SLSS,True,-1,12,"['tát', 'ta', 'd í', 'd as', 'ya', 'paúṁ', 'si', 'yaṁ', 'gr̥', 'ṇī', 'ma', 'si']",,True
10.047.08.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,10,10.047,10.047.08,c,M,gr̥ṇītām,4,,3.DU.PRS.IMP.ACT,abhí tát dyā́vā=pr̥thivī́+_} gr̥ṇītām,abhí tád dyā́vāpr̥thivī́ gr̥ṇītām,SS L LLSSL SLL,Triṣṭubh,C,,873,Indra,The Vatsapri Hymns,SS L LLSS|L SLL,False,0,11,"['a', 'bhí', 'tád', 'dyā́', 'vā', 'pr̥', 'thi', 'vī́', 'gr̥', 'ṇī', 'tām']",,True
10.084.05.c,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,10,10.084,10.084.05,c,P,gr̥ṇīmasi,5,,1.PL.PRS.IND.ACT,priyám te-_ nā́ma= sahure?_} gr̥ṇīmasi,priyáṁ te nā́ma sahure gr̥ṇīmasi,SL L LS SSL SLSS,,P,['Arnold (C1)'],910,Manyu,Hymns of Manyu,SL L LS SSL SLSS,False,-1,12,"['pri', 'yáṁ', 'te', 'nā́', 'ma', 'sa', 'hu', 're', 'gr̥', 'ṇī', 'ma', 'si']",,True
10.092.14.b,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,10,10.092,10.092.14,b,M,gr̥ṇīmasi,4,,1.PL.PRS.IND.ACT,gīrbhíḥ u+_= sváyaśasam gr̥ṇīmasi,gīrbhír u ̀ sváyaśasaṁ gr̥ṇīmasi,LS S · SSSL SLSS,Jagatī,N,,918,All the Gods,Hymns of Manyu,"LS_S · ,SSS|L SLSS",False,4,12,"['gīr', 'bhí', 'r u', ' ̀', 'svá', 'ya', 'śa', 'saṁ', 'gr̥', 'ṇī', 'ma', 'si']",,True
10.122.01.a,gr̥ṇī,weak,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,10,10.122,10.122.01,a,M,gr̥ṇīṣe,4,,1.SG.PRS.IND.MED,vásum ná citrámahasam} gr̥ṇīṣe-_,vásuṁ ná citrámahasaṁ gr̥ṇīṣe,SL S LSSSL SLL,,C,,948,Agni,Hymns of Manyu,SL S LSSSL SLL,False,-1,11,"['vá', 'suṁ', 'ná', 'cit', 'rá', 'ma', 'ha', 'saṁ', 'gr̥', 'ṇī', 'ṣe']",,True
01.048.04.d,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.048,01.048.04,d,M,gr̥ṇāti,2,verse final,3.SG.PRS.IND.ACT,nā́ma gr̥ṇāti nr̥ṇā́m,nā́ma gr̥ṇāti nr̥r̥ṇáam+,LS SLS SSSL,,S,,48,Usas,Hymns of Praskanva,LS SLS SSSL,True,-1,9,"['nā́', 'ma', 'gr̥', 'ṇā', 'ti', 'nr̥', 'r̥', 'ṇá', 'am']",,True
01.054.07.c,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.054,01.054.07,c,M,abhigr̥ṇā́ti,4,verse final,3.SG.PRS.IND.ACT,ukthā́ vā yáḥ= abhigr̥ṇā́ti rā́dhasā,ukthā́ vā yó abhigr̥ṇā́ti rā́dhasā,LL L L SSSLS LSL,Jagatī,C,,54,Indra,Hymns of Savya,"LL L L ,SSS|LS LSL",False,4,12,"['uk', 'thā́', 'vā', 'yó', 'a', 'bhi', 'gr̥', 'ṇā́', 'ti', 'rā́', 'dha', 'sā']",,True
01.147.02.c,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,1,1.147,01.147.02,c,M,gr̥ṇāti,5,,3.SG.PRS.IND.ACT,pī́yati tvaḥ= ánu tvaḥ} gr̥ṇāti,pī́yati tvo ánu tuvo gr̥ṇāti,LSL L SS SL SLS,Triṣṭubh,a,,147,Agni,"Hymns of Dirghatamas, Son of Ucathya and Mamata","LS_LL ,SS S|L SLS",False,4,11,"['pī́', 'ya', 'ti t', 'vo', 'á', 'nu', 'tu', 'vo', 'gr̥', 'ṇā', 'ti']",,True
05.027.03.d,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,5,5.027,05.027.03,d,M,gr̥ṇā́ti,4,,3.SG.PRS.IND.ACT,yukténa abhí= trya\ruṇaḥ} gr̥ṇā́ti,yukténābhí tríaruṇo gr̥ṇā́ti,LLLL SSSL SLS,Triṣṭubh,N,"['Grassmann (G)', 'Oldenberg (o)', 'Wuest (W)', 'Witzel (Z)']",381,Agni,Hymns to Agni,LLL_LSSS|L SLS,False,0,11,"['yuk', 'té', 'nā', 'bhí t', 'rí', 'a', 'ru', 'ṇo', 'gr̥', 'ṇā́', 'ti']",,True
05.041.19.b,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,5,5.041,05.041.19,b,M,gr̥ṇātu,5,,3.SG.PRS.IMP.ACT,smát nadī́bhiḥ= urváśī?_ vā} gr̥ṇātu,smán nadī́bhir urváśī vā gr̥ṇātu,L SLS LSL L SLS,,A,,395,All the Gods,Hymns to the All-Gods,L SLS_LSL L SLS,False,-1,11,"['smán', 'na', 'dī́', 'bhi', 'r ur', 'vá', 'śī', 'vā', 'gr̥', 'ṇā', 'tu']",,True
07.026.05.b,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,7,7.026,07.026.05,b,M,gr̥ṇāti,4,,3.SG.PRS.IND.ACT,kr̥ṣṭīnā́m vr̥ṣabhám suté-_} gr̥ṇāti,kr̥ṣṭīnā́ṁ vr̥ṣabháṁ suté gr̥ṇāti,LLL SSL SL SLS,,S,,542,Indra,Hymns to Indra,LLL SSL SL SLS,False,-1,11,"['kr̥ṣ', 'ṭī', 'nā́ṁ', 'vr̥', 'ṣa', 'bháṁ', 'su', 'té', 'gr̥', 'ṇā', 'ti']",,True
07.038.04.a,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,7,7.038,07.038.04,a,M,gr̥ṇā́ti,5,,3.SG.PRS.IND.ACT,abhí yám devī́?_= áditiḥ} gr̥ṇā́ti,abhí yáṁ devī́ áditir gr̥ṇā́ti,SS L LL SSL SLS,Triṣṭubh,S,,554,Savitri and Other Gods,Hymns to All the Gods,"SS L LL ,SS|L SLS",False,5,11,"['a', 'bhí', 'yáṁ', 'de', 'vī́', 'á', 'di', 'tir', 'gr̥', 'ṇā́', 'ti']",,True
07.100.05.c,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,7,7.1,07.100.05,c,M,gr̥ṇāmi,3,intermediate,1.SG.PRS.IND.ACT,tám tvā gr̥ṇāmi= tavásam} átavyān,táṁ tvā gr̥ṇāmi tavásam átavyān,L L SLS SSS SLL,Triṣṭubh,S,,616,Vishnu,Hymns to Vishnu,"L L SLS ,SS|S_SLL",False,5,11,"['táṁ', 'tvā', 'gr̥', 'ṇā', 'mi', 'ta', 'vá', 'sa', 'm á', 'tav', 'yān']",,True
08.015.09.b,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,8,8.015,08.015.09,b,M,gr̥ṇāti,2,verse final,3.SG.PRS.IND.ACT,mitráḥ gr̥ṇāti váruṇaḥ,mitró gr̥ṇāti váruṇaḥ,LL SLS SSL,,A,,635,Indra,Various Sons of Kanva,LL SLS SSL,False,-1,8,"['mit', 'ró', 'gr̥', 'ṇā', 'ti', 'vá', 'ru', 'ṇaḥ']",,True
10.139.05.a,gr̥ṇā,strong,gr̥̄ 1,1,False,,Earlier & Later,gr̥̄ 1,10,10.139,10.139.05,a,P,gr̥ṇātu,5,,3.SG.PRS.IMP.ACT,viśvā́vasuḥ= abhí tát naḥ} gr̥ṇātu,viśvā́vasur abhí tán no gr̥ṇātu,LLSS SS L L SLS,Triṣṭubh,P,['Arnold (C1)'],965,Surya,Hymns of Manyu,LLSS_SS L |L SLS,False,0,11,"['viś', 'vā́', 'va', 'su', 'r a', 'bhí', 'tán', 'no', 'gr̥', 'ṇā', 'tu']",,True
04.057.07.a,gr̥hṇā,strong,gr̥h,,False,,Earlier & Later,gr̥hⁱ,4,4.057,04.057.07,a,PE2,gr̥hṇātu,4,,3.SG.PRS.IMP.ACT,índraḥ sī́tām ní gr̥hṇātu,índraḥ sī́tāṁ ní gr̥hṇātu,LL LL S LLS,Aṇuṣṭubh,P,"['Grassmann (G)', 'Oldenberg (O)', 'Arnold (C1)', 'Wuest (W)', 'Witzel (Z)']",353,Gods of the Field (Charm for Unfruitful Land),Single Hymns,LL LL |S LLS,False,-1,8,"['ín', 'draḥ', 'sī́', 'tāṁ', 'ní', 'gr̥h', 'ṇā', 'tu']",,True
01.051.08.a,jānī,weak,jā,,False,,Earlier & Later,jñā,1,1.051,01.051.08,a,M,jānīhi,2,intermediate,2.SG.PRS.IMP.ACT,ví jānīhi= ā́ryān yé?_} ca dásyavaḥ,ví jānīhi ā́riyān yé ca dásyavo,S LLS LSL L S LSL,Jagatī,C,,51,Indra,Hymns of Savya,"S LLS ,LSL |L S LSL",False,4,12,"['ví', 'jā', 'nī', 'hi', 'ā́', 'ri', 'yān', 'yé', 'ca', 'dás', 'ya', 'vo']",,True
01.094.08.c,jānī,weak,jā,,False,,Earlier & Later,jñā,1,1.094,01.094.08,c,M,jānīta,3,intermediate,2.PL.PRS.IMP.ACT,tát ā́ jānīta= utá puṣyatā+ vácaḥ,tád ā́ jānīta utá puṣyatā váco,S L LLS SS LSL SL,Jagatī,C,,94,Agni,"Hymns of Kutsa, the Angiras","S_L LLS ,SS |LSL SL",False,5,12,"['tá', 'd ā́', 'jā', 'nī', 'ta', 'u', 'tá', 'puṣ', 'ya', 'tā', 'vá', 'co']",,True
07.054.01.a,jānī,weak,jā,,False,,Earlier & Later,jñā,7,7.054,07.054.01,a,M,jānīhi,4,verse final,2.SG.PRS.IMP.ACT,vā́stoḥ pate-_= práti jānīhi asmā́n,vā́stoṣ pate práti jānīhi asmā́n,LL SL SS LLS LL,,C,['Wuest (w)'],570,Vastospati,Hymns to All the Gods,LL S_LSS LLS LL,False,-1,11,"['vā́s', 'toṣ', 'pa', 'te p', 'rá', 'ti', 'jā', 'nī', 'hi', 'as', 'mā́n']",,True
08.018.15.b,jānī,weak,jā,,False,,Earlier & Later,jñā,8,8.018,08.018.15,b,M,jānītha,2,verse final,2.PL.PRS.IND.ACT,hr̥tsú jānītha mártyam,hr̥tsú jānītha mártiyam,LS LLS LSL,,A,,638,Adityas,Various Sons of Kanva,LS LLS LSL,False,-1,8,"['hr̥t', 'sú', 'jā', 'nī', 'tha', 'már', 'ti', 'yam']",,True
10.034.04.d,jānī,weak,jā,,False,,Earlier & Later,jñā,10,10.034,10.034.04,d,P,jānīmaḥ,2,intermediate,1.PL.PRS.IND.ACT,ná jānīmaḥ= náyatā+ baddhám etám,ná jānīmo náyatā baddhám etám,S LLL SSL LS LL,Triṣṭubh,P,['Arnold (C1)'],860,Hymn of the Gambler,Hymns of Kavasa Ailusa,"S LLL ,SSL |LS_LL",False,4,11,"['ná', 'jā', 'nī', 'mo', 'ná', 'ya', 'tā', 'bad', 'dhá', 'm e', 'tám']",,True
01.163.06.a,jānā,strong,jā,,False,,Earlier & Later,jñā,1,1.163,01.163.06,a,P,ajānām,5,,1.SG.IPRF.IND.ACT,ātmā́nam te-_= mánasā ārā́t} ajānām,ātmā́naṁ te mánasārā́d ajānām,LLL L SSLL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (o)', 'Arnold (C1)', 'Wuest (w)', 'Witzel (z)']",163,Praise of the Horse,"Hymns of Dirghatamas, Son of Ucathya and Mamata","LLL L ,SSL|L_SLL",False,4,11,"['āt', 'mā́', 'naṁ', 'te', 'má', 'na', 'sā', 'rā́', 'd a', 'jā', 'nām']",,True
01.164.16.d,jānā,strong,jā,,False,,Earlier & Later,jñā,1,1.164,01.164.16,d,P,vijānā́t,3,intermediate,3.SG.PRS.SBJV.ACT,yáḥ tā́ vijānā́t= sá pitúḥ} pitā́ asat,yás tā́ vijānā́t sá pitúṣ pitā́sat,L L SLL S SL SLL,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (o)', 'Arnold (C1)', 'Wuest (w)', 'Witzel (z)']",164,All the Gods (Riddle Song),"Hymns of Dirghatamas, Son of Ucathya and Mamata","L L SLL ,S S|L SLL",False,5,11,"['yás', 'tā́', 'vi', 'jā', 'nā́t', 'sá', 'pi', 'túṣ', 'pi', 'tā́', 'sat']",,True
01.164.37.a,jānā,strong,jā,,False,,Earlier & Later,jñā,1,1.164,01.164.37,a,P,jānāmi,3,intermediate,1.SG.PRS.IND.ACT,ná ví jānāmi= yát iva idám ásmi,ná ví jānāmi yád ivedám ásmi,S S LLS S SLS LS,Triṣṭubh,P,"['Grassmann (G)', 'Oldenberg (o)', 'Arnold (C1)', 'Wuest (w)', 'Witzel (z)']",164,All the Gods (Riddle Song),"Hymns of Dirghatamas, Son of Ucathya and Mamata","S S LLS ,S_S|LS_LS",False,5,11,"['ná', 'ví', 'jā', 'nā', 'mi', 'yá', 'd i', 've', 'dá', 'm ás', 'mi']",,True
04.004.06.a,jānā,strong,jā,,False,,Earlier & Later,jñā,4,4.004,04.004.06,a,M,jānāti,3,intermediate,3.SG.PRS.IND.ACT,sá te-_ jānāti= sumatím} yaviṣṭha,sá te jānāti sumatíṁ yaviṣṭha,S L LLS SSL SLS,Triṣṭubh,S,,300,Agni Killer of Demons,Hymns to Agni,"S L LLS ,SS|L SLS",False,5,11,"['sá', 'te', 'jā', 'nā', 'ti', 'su', 'ma', 'tíṁ', 'ya', 'viṣ', 'ṭha']",,True
05.061.07.a,jānā,strong,jā,,False,,Earlier & Later,jñā,5,5.061,05.061.07,a,M,jānā́ti,3,verse final,3.SG.PRS.IND.ACT,ví yā́ jānā́ti jásurim,ví yā́ jānā́ti jásuriṁ,S L LLS SSL,Gāyatrī,A,"['Grassmann (G)', 'Oldenberg (O)', 'Wuest (W)', 'Witzel (Z)']",415,The Maruts and Syavasva,Hymns of Syavasva to the Maruts,S L LL|S SSL,False,-1,8,"['ví', 'yā́', 'jā', 'nā́', 'ti', 'já', 'su', 'riṁ']",,True
06.009.02.a,jānā,strong,jā,,False,,Earlier & Later,jñā,6,6.009,06.009.02,a,D,jānāmi,6,verse final,1.SG.PRS.IND.ACT,ná ahám tántum= ná ví jānāmi ótum,nā́háṁ tántuṁ ná ví jānāmi ótuṁ,LL LL S S LLS LL,Triṣṭubh,C,['Arnold (C1)'],450,Agni Vaisvanara,Hymns to Agni,"LL LL ,S S L|LS LL",False,4,11,"['nā́', 'háṁ', 'tán', 'tuṁ', 'ná', 'ví', 'jā', 'nā', 'mi', 'ó', 'tuṁ']",alt_caesura_position:5 ,True
06.009.03.a,jānā,strong,jā,,False,,Earlier & Later,jñā,6,6.009,06.009.03,a,D,jānāti,6,verse final,3.SG.PRS.IND.ACT,sáḥ ít tántum= sá ví jānāti ótum,sá ít tántuṁ sá ví jānāti ótuṁ,S L LL S S LLS LL,Triṣṭubh,C,['Arnold (C1)'],450,Agni Vaisvanara,Hymns to Agni,"S L LL ,S S L|LS LL",False,4,11,"['sá', 'ít', 'tán', 'tuṁ', 'sá', 'ví', 'jā', 'nā', 'ti', 'ó', 'tuṁ']",alt_caesura_position:5 ,True
10.139.06.d,jānā,strong,jā,,False,,Earlier & Later,jñā,10,10.139,10.139.06,d,P,jānāt,4,verse final,3.SG.PRS.INJ.ACT,índraḥ dákṣam= pári jānāt} ahī́nām,índro dákṣam pári jānād ahī́nām,LL LL SS LL SLL,Triṣṭubh,P,['Arnold (C1)'],965,Surya,Hymns of Manyu,"LL LL ,SS L|L_SLL",False,4,11,"['ín', 'dro', 'dák', 'ṣam', 'pá', 'ri', 'jā', 'nā', 'd a', 'hī́', 'nām']",,True
09.067.24.b,punī,weak,pū,,False,,Earlier & Later,pū,9,9.067,09.067.24,b,MO,punīhi,3,verse final,2.SG.PRS.IMP.ACT,ágne-_ téna punīhi naḥ,ágne téna punīhi naḥ,LL LS SLS L,Gāyatrī,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LL LS |SLS L,False,-1,8,"['ág', 'ne', 'té', 'na', 'pu', 'nī', 'hi', 'naḥ']",,True
09.067.24.c,punī,weak,pū,,False,,Earlier & Later,pū,9,9.067,09.067.24,c,MO,punīhi,2,verse final,2.SG.PRS.IMP.ACT,brahmasavaíḥ punīhi naḥ,brahmasavaíḥ punīhi naḥ,LSSL SLS L,Gāyatrī,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LSSL |SLS L,False,-1,8,"['brah', 'ma', 'sa', 'vaíḥ', 'pu', 'nī', 'hi', 'naḥ']",,True
09.067.27.d,punī,weak,pū,,False,,Earlier & Later,pū,9,9.067,09.067.27,d,MO,punīhí,2,verse final,2.SG.PRS.IMP.ACT,jā́tavedaḥ punīhí mā,*jā́tavedaḥ punīhí mā,LSLL SLS L,Aṇuṣṭubh,N,"['Oldenberg (O)', 'Wuest (W)']",779,Soma and Other Gods,Tirasci and Other Poets,LSLL |SLS L,True,-1,8,"['jā́', 'ta', 've', 'daḥ', 'pu', 'nī', 'hí', 'mā']",,True
